Orthogroup	Arabidopsis	Hap1_v1.5_protein_chr16	Hap1_v1.5_protein_chr8
OG0035530		drTriRepe4Chr12g313700.1	
OG0035531		drTriRepe4Chr12g313800.1	
OG0035532		drTriRepe4Chr12g317400.1	
OG0035533		drTriRepe4Chr12g317700.2	
OG0035534		drTriRepe4Chr12g317800.1	
OG0035535		drTriRepe4Chr12g318100.1	
OG0035536		drTriRepe4Chr12g318200.1	
OG0035537		drTriRepe4Chr12g318900.1	
OG0035538		drTriRepe4Chr12g319000.1	
OG0035539		drTriRepe4Chr12g319100.1	
OG0035540		drTriRepe4Chr12g319200.1	
OG0035541		drTriRepe4Chr12g319800.1	
OG0035542		drTriRepe4Chr12g320000.1	
OG0035543		drTriRepe4Chr12g320400.1	
OG0035544		drTriRepe4Chr12g320800.1	
OG0035545		drTriRepe4Chr12g321400.1	
OG0035546		drTriRepe4Chr12g322600.1	
OG0035547		drTriRepe4Chr12g322700.1	
OG0035548		drTriRepe4Chr12g323600.1	
OG0035549		drTriRepe4Chr12g324200.1	
OG0035550		drTriRepe4Chr12g325300.1	
OG0035551		drTriRepe4Chr12g325700.1	
OG0035552		drTriRepe4Chr12g327200.1	
OG0035553		drTriRepe4Chr12g327300.1	
OG0035554		drTriRepe4Chr12g328400.1	
OG0035555		drTriRepe4Chr12g328800.1	
OG0035556		drTriRepe4Chr12g328900.1	
OG0035557		drTriRepe4Chr12g329900.1	
OG0035558		drTriRepe4Chr12g330800.1	
OG0035559		drTriRepe4Chr12g331500.1	
OG0035560		drTriRepe4Chr12g332300.1	
OG0035561		drTriRepe4Chr12g333400.1	
OG0035562		drTriRepe4Chr12g336400.1	
OG0035563		drTriRepe4Chr12g337300.1	
OG0035564		drTriRepe4Chr12g337400.1	
OG0035565		drTriRepe4Chr12g338000.1	
OG0035566		drTriRepe4Chr12g340100.1	
OG0035567		drTriRepe4Chr12g340300.1	
OG0035568		drTriRepe4Chr12g343000.1	
OG0035569		drTriRepe4Chr12g343500.1	
OG0035570		drTriRepe4Chr12g343700.1	
OG0035571		drTriRepe4Chr12g343900.1	
OG0035572		drTriRepe4Chr12g344400.1	
OG0035573		drTriRepe4Chr12g345000.1	
OG0035574		drTriRepe4Chr12g345500.1	
OG0035575		drTriRepe4Chr12g346600.1	
OG0035576		drTriRepe4Chr12g346700.1	
OG0035577		drTriRepe4Chr12g347200.1	
OG0035578		drTriRepe4Chr12g347700.1	
OG0035579		drTriRepe4Chr12g347900.1	
OG0035580		drTriRepe4Chr12g349000.1	
OG0035581		drTriRepe4Chr12g350700.1	
OG0035582		drTriRepe4Chr12g351600.1	
OG0035583		drTriRepe4Chr12g352300.1	
OG0035584		drTriRepe4Chr12g352900.1	
OG0035585		drTriRepe4Chr12g354200.1	
OG0035586		drTriRepe4Chr12g354300.1	
OG0035587		drTriRepe4Chr12g355200.1	
OG0035588		drTriRepe4Chr12g356100.1	
OG0035589		drTriRepe4Chr12g356800.1	
OG0035590		drTriRepe4Chr12g358200.1	
OG0035591		drTriRepe4Chr12g358600.1	
OG0035592		drTriRepe4Chr12g360100.1	
OG0035593		drTriRepe4Chr12g360800.1	
OG0035594		drTriRepe4Chr12g361400.1	
OG0035595		drTriRepe4Chr12g362500.1	
OG0035596		drTriRepe4Chr12g362600.1	
OG0035597		drTriRepe4Chr12g363100.1	
OG0035598		drTriRepe4Chr12g363700.1	
OG0035599		drTriRepe4Chr12g364900.1	
OG0035600		drTriRepe4Chr12g365800.1	
OG0035601		drTriRepe4Chr12g367400.1	
OG0035602		drTriRepe4Chr12g368000.1	
OG0035603		drTriRepe4Chr12g372500.1	
OG0035604		drTriRepe4Chr12g372600.1	
OG0035605		drTriRepe4Chr12g373200.1	
OG0035606		drTriRepe4Chr12g373700.1	
OG0035607		drTriRepe4Chr12g373800.1	
OG0035608		drTriRepe4Chr12g373800.2	
OG0035609		drTriRepe4Chr12g374100.1	
OG0035610		drTriRepe4Chr12g374500.1	
OG0035611		drTriRepe4Chr12g374600.1	
OG0035612		drTriRepe4Chr12g374800.1	
OG0035613		drTriRepe4Chr12g376100.1	
OG0035614		drTriRepe4Chr12g376300.1	
OG0035615		drTriRepe4Chr12g377500.1	
OG0035616		drTriRepe4Chr12g377800.1	
OG0035617		drTriRepe4Chr12g378000.1	
OG0035618		drTriRepe4Chr12g378600.1	
OG0035619		drTriRepe4Chr12g378700.1	
OG0035620		drTriRepe4Chr12g378900.1	
OG0035621		drTriRepe4Chr12g379700.1	
OG0035622		drTriRepe4Chr12g381400.1	
OG0035623		drTriRepe4Chr12g381800.1	
OG0035624		drTriRepe4Chr12g381900.1	
OG0035625		drTriRepe4Chr12g382200.2	
OG0035626		drTriRepe4Chr12g382400.1	
OG0035627		drTriRepe4Chr12g383100.1	
OG0035628		drTriRepe4Chr12g384000.1	
OG0035629		drTriRepe4Chr12g385400.1	
OG0035630		drTriRepe4Chr12g385800.1	
OG0035631		drTriRepe4Chr12g387900.1	
OG0035632		drTriRepe4Chr12g388300.1	
OG0035633		drTriRepe4Chr12g388500.1	
OG0035634		drTriRepe4Chr12g388600.1	
OG0035635		drTriRepe4Chr12g388700.1	
OG0035636		drTriRepe4Chr12g388900.1	
OG0035637		drTriRepe4Chr12g389000.1	
OG0035638		drTriRepe4Chr12g390000.1	
OG0035639		drTriRepe4Chr12g390400.1	
OG0035640		drTriRepe4Chr12g390900.1	
OG0035641		drTriRepe4Chr12g391600.1	
OG0035642		drTriRepe4Chr12g392000.1	
OG0035643		drTriRepe4Chr12g393600.1	
OG0035644		drTriRepe4Chr12g393700.1	
OG0035645		drTriRepe4Chr12g393900.1	
OG0035646		drTriRepe4Chr12g394000.1	
OG0035647		drTriRepe4Chr12g394800.1	
OG0035648		drTriRepe4Chr12g397200.1	
OG0035649		drTriRepe4Chr12g399700.1	
OG0035650		drTriRepe4Chr12g400200.1	
OG0035651		drTriRepe4Chr12g400900.1	
OG0035652		drTriRepe4Chr12g401100.1	
OG0035653		drTriRepe4Chr12g403300.1	
OG0035654		drTriRepe4Chr12g403700.1	
OG0035655		drTriRepe4Chr12g404400.1	
OG0035656		drTriRepe4Chr12g404600.1	
OG0035657		drTriRepe4Chr12g407400.1	
OG0035658		drTriRepe4Chr12g408000.1	
OG0035659		drTriRepe4Chr12g409300.1	
OG0035660		drTriRepe4Chr12g410000.1	
OG0035661		drTriRepe4Chr12g410700.1	
OG0035662		drTriRepe4Chr12g412700.1	
OG0035663		drTriRepe4Chr12g412900.1	
OG0035664		drTriRepe4Chr12g414000.1	
OG0035665		drTriRepe4Chr12g414500.1	
OG0035666		drTriRepe4Chr12g415300.1	
OG0035667		drTriRepe4Chr12g416800.1	
OG0035668		drTriRepe4Chr12g417100.1	
OG0035669		drTriRepe4Chr12g417300.1	
OG0035670		drTriRepe4Chr12g417900.1	
OG0035671		drTriRepe4Chr12g419000.1	
OG0035672		drTriRepe4Chr12g419200.1	
OG0035673		drTriRepe4Chr12g419300.1	
OG0035674		drTriRepe4Chr12g420000.1	
OG0035675		drTriRepe4Chr12g420200.1	
OG0035676		drTriRepe4Chr12g420800.1	
OG0035677		drTriRepe4Chr12g420900.1	
OG0035678		drTriRepe4Chr12g421700.1	
OG0035679		drTriRepe4Chr12g422800.1	
OG0035680		drTriRepe4Chr12g424000.1	
OG0035681		drTriRepe4Chr12g424100.1	
OG0035682		drTriRepe4Chr12g424300.1	
OG0035683		drTriRepe4Chr12g424700.1	
OG0035684		drTriRepe4Chr12g425100.1	
OG0035685		drTriRepe4Chr12g427200.1	
OG0035686		drTriRepe4Chr12g428400.1	
OG0035687		drTriRepe4Chr12g429000.1	
OG0035688		drTriRepe4Chr12g429300.1	
OG0035689		drTriRepe4Chr12g429700.1	
OG0035690		drTriRepe4Chr12g430100.1	
OG0035691		drTriRepe4Chr12g434600.1	
OG0035692		drTriRepe4Chr12g437500.1	
OG0035693		drTriRepe4Chr12g438000.1	
OG0035694		drTriRepe4Chr12g439600.1	
OG0035695		drTriRepe4Chr12g440100.1	
OG0035696		drTriRepe4Chr12g444700.2	
OG0035697		drTriRepe4Chr12g445200.1	
OG0035698		drTriRepe4Chr12g445700.1	
OG0035699		drTriRepe4Chr12g446500.1	
OG0035700		drTriRepe4Chr12g448000.1	
OG0035701		drTriRepe4Chr12g448200.1	
OG0035702		drTriRepe4Chr12g449300.1	
OG0035703		drTriRepe4Chr12g449500.1	
OG0035704		drTriRepe4Chr12g450800.1	
OG0035705		drTriRepe4Chr12g451700.1	
OG0035706		drTriRepe4Chr12g451800.1	
OG0035707		drTriRepe4Chr12g452800.1	
OG0035708		drTriRepe4Chr12g453300.1	
OG0035709		drTriRepe4Chr12g453600.1	
OG0035710		drTriRepe4Chr12g454200.1	
OG0035711		drTriRepe4Chr12g454900.1	
OG0035712		drTriRepe4Chr12g455300.1	
OG0035713		drTriRepe4Chr12g455500.1	
OG0035714		drTriRepe4Chr12g457400.1	
OG0035715		drTriRepe4Chr12g457500.1	
OG0035716		drTriRepe4Chr12g458000.1	
OG0035717		drTriRepe4Chr12g458200.1	
OG0035718		drTriRepe4Chr12g458300.1	
OG0035719		drTriRepe4Chr12g459400.1	
OG0035720		drTriRepe4Chr12g459800.1	
OG0035721		drTriRepe4Chr12g460900.1	
OG0035722		drTriRepe4Chr12g461100.1	
OG0035723		drTriRepe4Chr12g461300.1	
OG0035724		drTriRepe4Chr12g463700.1	
OG0035725		drTriRepe4Chr12g464000.1	
OG0035726		drTriRepe4Chr12g466100.1	
OG0035727		drTriRepe4Chr12g467000.1	
OG0035728		drTriRepe4Chr12g468100.1	
OG0035729		drTriRepe4Chr12g468400.1	
OG0035730		drTriRepe4Chr12g468800.1	
OG0035731		drTriRepe4Chr12g470300.1	
OG0035732		drTriRepe4Chr12g471200.1	
OG0035733		drTriRepe4Chr12g471800.1	
OG0035734		drTriRepe4Chr12g472200.1	
OG0035735		drTriRepe4Chr12g473200.1	
OG0035736		drTriRepe4Chr12g475300.1	
OG0035737		drTriRepe4Chr12g477300.1	
OG0035738		drTriRepe4Chr12g477600.1	
OG0035739		drTriRepe4Chr12g478000.1	
OG0035740		drTriRepe4Chr12g478500.1	
OG0035741		drTriRepe4Chr12g478800.1	
OG0035742		drTriRepe4Chr12g479700.1	
OG0035743		drTriRepe4Chr12g479800.1	
OG0035744		drTriRepe4Chr12g483000.1	
OG0035745		drTriRepe4Chr12g484500.1	
OG0035746		drTriRepe4Chr12g484800.1	
OG0035747		drTriRepe4Chr12g485400.1	
OG0035748		drTriRepe4Chr12g486200.1	
OG0035749		drTriRepe4Chr12g486200.2	
OG0035750		drTriRepe4Chr12g487000.1	
OG0035751		drTriRepe4Chr12g489600.1	
OG0035752		drTriRepe4Chr12g489900.1	
OG0035753		drTriRepe4Chr12g490200.1	
OG0035754		drTriRepe4Chr12g490700.1	
OG0035755		drTriRepe4Chr12g491000.1	
OG0035756		drTriRepe4Chr12g491500.1	
OG0035757		drTriRepe4Chr12g492000.1	
OG0035758		drTriRepe4Chr12g492200.1	
OG0035759		drTriRepe4Chr12g492300.1	
OG0035760		drTriRepe4Chr12g492700.1	
OG0035761		drTriRepe4Chr12g493400.1	
OG0035762		drTriRepe4Chr12g493600.1	
OG0035763		drTriRepe4Chr12g495800.1	
OG0035764		drTriRepe4Chr12g496300.1	
OG0035765		drTriRepe4Chr12g496500.1	
OG0035766		drTriRepe4Chr12g497100.1	
OG0035767		drTriRepe4Chr12g497400.1	
OG0035768		drTriRepe4Chr12g498500.1	
OG0035769		drTriRepe4Chr12g499200.1	
OG0035770		drTriRepe4Chr12g499400.1	
OG0035771		drTriRepe4Chr12g499800.1	
OG0035772		drTriRepe4Chr12g500700.1	
OG0035773		drTriRepe4Chr12g501400.1	
OG0035774		drTriRepe4Chr12g501400.2	
OG0035775		drTriRepe4Chr12g503200.1	
OG0035776		drTriRepe4Chr12g503700.1	
OG0035777		drTriRepe4Chr12g505600.1	
OG0035778		drTriRepe4Chr12g506200.1	
OG0035779		drTriRepe4Chr12g507900.1	
OG0035780		drTriRepe4Chr12g509300.1	
OG0035781		drTriRepe4Chr12g510000.1	
OG0035782		drTriRepe4Chr12g511400.2	
OG0035783		drTriRepe4Chr12g511900.1	
OG0035784		drTriRepe4Chr12g514200.1	
OG0035785		drTriRepe4Chr12g516400.1	
OG0035786		drTriRepe4Chr12g517000.1	
OG0035787		drTriRepe4Chr12g517100.1	
OG0035788		drTriRepe4Chr12g518200.1	
OG0035789		drTriRepe4Chr12g519500.2	
OG0035790		drTriRepe4Chr12g519900.1	
OG0035791		drTriRepe4Chr12g521200.2	
OG0035792		drTriRepe4Chr12g521300.1	
OG0035793		drTriRepe4Chr12g524600.1	
OG0035794		drTriRepe4Chr12g526000.1	
OG0035795		drTriRepe4Chr12g526100.1	
OG0035796		drTriRepe4Chr12g526200.1	
OG0035797		drTriRepe4Chr12g528000.1	
OG0035798		drTriRepe4Chr12g531000.1	
OG0035799		drTriRepe4Chr12g531400.1	
OG0035800		drTriRepe4Chr12g533000.1	
OG0035801		drTriRepe4Chr12g534100.1	
OG0035802		drTriRepe4Chr12g534800.1	
OG0035803		drTriRepe4Chr12g535900.1	
OG0035804		drTriRepe4Chr12g536800.1	
OG0035805		drTriRepe4Chr12g537400.1	
OG0035806		drTriRepe4Chr12g537500.1	
OG0035807		drTriRepe4Chr12g538300.1	
OG0035808		drTriRepe4Chr12g539100.1	
OG0035809		drTriRepe4Chr12g539900.1	
OG0035810		drTriRepe4Chr12g540200.1	
OG0035811		drTriRepe4Chr12g541100.1	
OG0035812		drTriRepe4Chr12g541200.1	
OG0035813		drTriRepe4Chr12g541400.1	
OG0035814		drTriRepe4Chr12g541800.1	
OG0035815		drTriRepe4Chr12g542000.1	
OG0035816		drTriRepe4Chr12g542100.1	
OG0035817		drTriRepe4Chr12g543100.1	
OG0035818		drTriRepe4Chr12g543600.1	
OG0035819		drTriRepe4Chr12g544700.1	
OG0035820		drTriRepe4Chr12g545700.1	
OG0035821		drTriRepe4Chr12g545900.1	
OG0035822		drTriRepe4Chr12g549600.1	
OG0035823		drTriRepe4Chr12g550300.1	
OG0035824		drTriRepe4Chr12g550400.1	
OG0035825		drTriRepe4Chr12g551100.1	
OG0035826		drTriRepe4Chr12g551200.1	
OG0035827		drTriRepe4Chr12g552200.1	
OG0035828		drTriRepe4Chr12g553700.1	
OG0035829		drTriRepe4Chr12g553800.1	
OG0035830		drTriRepe4Chr12g554100.1	
OG0035831		drTriRepe4Chr12g555400.1	
OG0035832		drTriRepe4Chr12g556500.1	
OG0035833		drTriRepe4Chr12g559400.1	
OG0035834		drTriRepe4Chr12g560500.1	
OG0035835		drTriRepe4Chr12g561700.2	
OG0035836		drTriRepe4Chr12g563000.1	
OG0035837		drTriRepe4Chr12g565500.1	
OG0035838		drTriRepe4Chr12g566800.1	
OG0035839		drTriRepe4Chr12g569100.1	
OG0035840		drTriRepe4Chr12g571000.1	
OG0035841		drTriRepe4Chr12g571100.1	
OG0035842		drTriRepe4Chr12g571900.1	
OG0035843		drTriRepe4Chr12g572600.1	
OG0035844		drTriRepe4Chr12g572700.1	
OG0035845		drTriRepe4Chr12g573000.1	
OG0035846		drTriRepe4Chr12g573100.1	
OG0035847		drTriRepe4Chr12g573600.1	
OG0035848		drTriRepe4Chr12g576300.1	
OG0035849		drTriRepe4Chr12g576700.1	
OG0035850		drTriRepe4Chr12g577000.1	
OG0035851		drTriRepe4Chr12g577100.1	
OG0035852		drTriRepe4Chr12g577300.1	
OG0035853		drTriRepe4Chr12g578600.1	
OG0035854		drTriRepe4Chr12g578800.1	
OG0035855		drTriRepe4Chr12g580800.1	
OG0035856		drTriRepe4Chr12g585100.1	
OG0035857		drTriRepe4Chr12g585400.1	
OG0035858		drTriRepe4Chr12g585500.1	
OG0035859		drTriRepe4Chr12g586000.1	
OG0035860		drTriRepe4Chr12g586800.1	
OG0035861		drTriRepe4Chr12g588100.1	
OG0035862		drTriRepe4Chr12g590400.1	
OG0035863		drTriRepe4Chr12g591900.1	
OG0035864		drTriRepe4Chr12g592200.1	
OG0035865		drTriRepe4Chr12g593500.1	
OG0035866		drTriRepe4Chr12g594000.1	
OG0035867		drTriRepe4Chr12g595400.1	
OG0035868		drTriRepe4Chr12g596100.1	
OG0035869		drTriRepe4Chr12g597300.1	
OG0035870		drTriRepe4Chr12g597900.1	
OG0035871		drTriRepe4Chr12g599400.1	
OG0035872		drTriRepe4Chr12g599900.1	
OG0035873		drTriRepe4Chr12g603800.1	
OG0035874		drTriRepe4Chr12g605600.1	
OG0035875		drTriRepe4Chr12g607000.1	
OG0035876		drTriRepe4Chr12g607400.1	
OG0035877		drTriRepe4Chr12g607600.1	
OG0035878		drTriRepe4Chr12g609700.1	
OG0035879		drTriRepe4Chr12g610900.1	
OG0035880		drTriRepe4Chr12g611600.1	
OG0035881		drTriRepe4Chr12g611800.1	
OG0035882		drTriRepe4Chr12g612600.1	
OG0035883		drTriRepe4Chr12g613800.1	
OG0035884		drTriRepe4Chr12g613900.1	
OG0035885		drTriRepe4Chr12g620700.1	
OG0035886		drTriRepe4Chr12g623100.2	
OG0035887		drTriRepe4Chr12g625100.1	
OG0035888		drTriRepe4Chr12g625900.1	
OG0035889		drTriRepe4Chr12g626200.2	
OG0035890		drTriRepe4Chr12g629000.1	
OG0035891		drTriRepe4Chr12g629900.1	
OG0035892		drTriRepe4Chr12g633900.1	
OG0035893		drTriRepe4Chr12g635300.1	
OG0035894		drTriRepe4Chr12g635400.1	
OG0035895		drTriRepe4Chr12g637300.1	
OG0035896		drTriRepe4Chr12g639500.1	
OG0035897		drTriRepe4Chr12g639800.1	
OG0035898		drTriRepe4Chr12g641400.1	
OG0035899		drTriRepe4Chr12g641700.1	
OG0035900		drTriRepe4Chr12g642200.1	
OG0035901		drTriRepe4Chr12g643900.1	
OG0035902		drTriRepe4Chr12g644900.1	
OG0035903		drTriRepe4Chr12g647700.1	
OG0035904		drTriRepe4Chr12g648000.1	
OG0035905		drTriRepe4Chr12g648300.1	
OG0035906		drTriRepe4Chr12g649200.1	
OG0035907		drTriRepe4Chr12g651200.1	
OG0035908		drTriRepe4Chr12g651800.1	
OG0035909		drTriRepe4Chr12g652300.1	
OG0035910		drTriRepe4Chr12g653300.1	
OG0035911		drTriRepe4Chr12g654000.1	
OG0035912		drTriRepe4Chr12g654700.1	
OG0035913		drTriRepe4Chr12g655700.1	
OG0035914		drTriRepe4Chr12g656600.1	
OG0035915		drTriRepe4Chr12g656700.1	
OG0035916		drTriRepe4Chr12g659800.1	
OG0035917		drTriRepe4Chr12g660300.1	
OG0035918		drTriRepe4Chr12g661800.1	
OG0035919		drTriRepe4Chr13g000400.1	
OG0035920		drTriRepe4Chr13g003300.1	
OG0035921		drTriRepe4Chr13g003500.1	
OG0035922		drTriRepe4Chr13g004100.1	
OG0035923		drTriRepe4Chr13g004800.1	
OG0035924		drTriRepe4Chr13g007100.1	
OG0035925		drTriRepe4Chr13g007700.1	
OG0035926		drTriRepe4Chr13g008200.1	
OG0035927		drTriRepe4Chr13g008500.1	
OG0035928		drTriRepe4Chr13g008700.1	
OG0035929		drTriRepe4Chr13g008900.1	
OG0035930		drTriRepe4Chr13g009100.1	
OG0035931		drTriRepe4Chr13g009600.1	
OG0035932		drTriRepe4Chr13g010600.1	
OG0035933		drTriRepe4Chr13g011200.1	
OG0035934		drTriRepe4Chr13g011400.1	
OG0035935		drTriRepe4Chr13g012600.1	
OG0035936		drTriRepe4Chr13g014600.1	
OG0035937		drTriRepe4Chr13g015400.1	
OG0035938		drTriRepe4Chr13g016300.1	
OG0035939		drTriRepe4Chr13g017400.1	
OG0035940		drTriRepe4Chr13g017900.1	
OG0035941		drTriRepe4Chr13g019500.1	
OG0035942		drTriRepe4Chr13g019900.1	
OG0035943		drTriRepe4Chr13g020300.1	
OG0035944		drTriRepe4Chr13g020400.1	
OG0035945		drTriRepe4Chr13g021400.1	
OG0035946		drTriRepe4Chr13g022900.1	
OG0035947		drTriRepe4Chr13g023400.1	
OG0035948		drTriRepe4Chr13g028700.1	
OG0035949		drTriRepe4Chr13g029400.1	
OG0035950		drTriRepe4Chr13g030800.1	
OG0035951		drTriRepe4Chr13g031600.1	
OG0035952		drTriRepe4Chr13g036600.1	
OG0035953		drTriRepe4Chr13g037100.1	
OG0035954		drTriRepe4Chr13g039300.1	
OG0035955		drTriRepe4Chr13g039900.1	
OG0035956		drTriRepe4Chr13g040800.1	
OG0035957		drTriRepe4Chr13g041600.1	
OG0035958		drTriRepe4Chr13g043300.1	
OG0035959		drTriRepe4Chr13g043700.1	
OG0035960		drTriRepe4Chr13g043900.1	
OG0035961		drTriRepe4Chr13g044000.1	
OG0035962		drTriRepe4Chr13g044500.1	
OG0035963		drTriRepe4Chr13g045000.1	
OG0035964		drTriRepe4Chr13g045400.1	
OG0035965		drTriRepe4Chr13g045600.1	
OG0035966		drTriRepe4Chr13g049200.1	
OG0035967		drTriRepe4Chr13g050300.1	
OG0035968		drTriRepe4Chr13g051800.1	
OG0035969		drTriRepe4Chr13g052900.1	
OG0035970		drTriRepe4Chr13g055900.2	
OG0035971		drTriRepe4Chr13g056000.1	
OG0035972		drTriRepe4Chr13g057800.1	
OG0035973		drTriRepe4Chr13g059300.1	
OG0035974		drTriRepe4Chr13g060500.1	
OG0035975		drTriRepe4Chr13g060900.1	
OG0035976		drTriRepe4Chr13g062000.1	
OG0035977		drTriRepe4Chr13g066600.1	
OG0035978		drTriRepe4Chr13g069200.1	
OG0035979		drTriRepe4Chr13g069500.1	
OG0035980		drTriRepe4Chr13g069700.1	
OG0035981		drTriRepe4Chr13g069700.2	
OG0035982		drTriRepe4Chr13g070100.1	
OG0035983		drTriRepe4Chr13g073900.1	
OG0035984		drTriRepe4Chr13g078800.1	
OG0035985		drTriRepe4Chr13g080700.1	
OG0035986		drTriRepe4Chr13g081300.1	
OG0035987		drTriRepe4Chr13g081600.1	
OG0035988		drTriRepe4Chr13g082300.1	
OG0035989		drTriRepe4Chr13g082600.1	
OG0035990		drTriRepe4Chr13g083500.1	
OG0035991		drTriRepe4Chr13g086000.1	
OG0035992		drTriRepe4Chr13g087000.1	
OG0035993		drTriRepe4Chr13g088000.1	
OG0035994		drTriRepe4Chr13g089300.1	
OG0035995		drTriRepe4Chr13g089800.1	
OG0035996		drTriRepe4Chr13g090700.1	
OG0035997		drTriRepe4Chr13g090800.1	
OG0035998		drTriRepe4Chr13g091300.1	
OG0035999		drTriRepe4Chr13g092100.1	
OG0036000		drTriRepe4Chr13g095400.1	
OG0036001		drTriRepe4Chr13g096100.1	
OG0036002		drTriRepe4Chr13g097200.1	
OG0036003		drTriRepe4Chr13g098700.1	
OG0036004		drTriRepe4Chr13g098800.1	
OG0036005		drTriRepe4Chr13g099300.1	
OG0036006		drTriRepe4Chr13g099600.1	
OG0036007		drTriRepe4Chr13g101200.1	
OG0036008		drTriRepe4Chr13g101400.1	
OG0036009		drTriRepe4Chr13g102700.1	
OG0036010		drTriRepe4Chr13g105800.1	
OG0036011		drTriRepe4Chr13g106300.1	
OG0036012		drTriRepe4Chr13g107600.1	
OG0036013		drTriRepe4Chr13g110100.1	
OG0036014		drTriRepe4Chr13g113300.1	
OG0036015		drTriRepe4Chr13g113900.1	
OG0036016		drTriRepe4Chr13g114400.1	
OG0036017		drTriRepe4Chr13g114900.1	
OG0036018		drTriRepe4Chr13g115100.1	
OG0036019		drTriRepe4Chr13g116000.1	
OG0036020		drTriRepe4Chr13g116200.1	
OG0036021		drTriRepe4Chr13g116900.1	
OG0036022		drTriRepe4Chr13g118000.1	
OG0036023		drTriRepe4Chr13g118100.1	
OG0036024		drTriRepe4Chr13g118300.1	
OG0036025		drTriRepe4Chr13g119500.1	
OG0036026		drTriRepe4Chr13g120000.1	
OG0036027		drTriRepe4Chr13g121400.1	
OG0036028		drTriRepe4Chr13g122300.1	
OG0036029		drTriRepe4Chr13g123500.1	
OG0036030		drTriRepe4Chr13g124500.1	
OG0036031		drTriRepe4Chr13g124600.1	
OG0036032		drTriRepe4Chr13g126000.1	
OG0036033		drTriRepe4Chr13g126300.1	
OG0036034		drTriRepe4Chr13g127200.1	
OG0036035		drTriRepe4Chr13g127500.1	
OG0036036		drTriRepe4Chr13g128600.1	
OG0036037		drTriRepe4Chr13g128800.1	
OG0036038		drTriRepe4Chr13g128900.1	
OG0036039		drTriRepe4Chr13g129200.1	
OG0036040		drTriRepe4Chr13g130100.1	
OG0036041		drTriRepe4Chr13g130400.1	
OG0036042		drTriRepe4Chr13g130500.1	
OG0036043		drTriRepe4Chr13g130700.1	
OG0036044		drTriRepe4Chr13g132400.2	
OG0036045		drTriRepe4Chr13g133000.1	
OG0036046		drTriRepe4Chr13g134500.1	
OG0036047		drTriRepe4Chr13g135000.1	
OG0036048		drTriRepe4Chr13g136700.1	
OG0036049		drTriRepe4Chr13g137100.1	
OG0036050		drTriRepe4Chr13g138600.1	
OG0036051		drTriRepe4Chr13g139000.1	
OG0036052		drTriRepe4Chr13g140500.1	
OG0036053		drTriRepe4Chr13g142200.1	
OG0036054		drTriRepe4Chr13g142500.1	
OG0036055		drTriRepe4Chr13g142700.1	
OG0036056		drTriRepe4Chr13g142800.1	
OG0036057		drTriRepe4Chr13g145400.1	
OG0036058		drTriRepe4Chr13g146300.1	
OG0036059		drTriRepe4Chr13g146400.1	
OG0036060		drTriRepe4Chr13g147600.1	
OG0036061		drTriRepe4Chr13g147900.1	
OG0036062		drTriRepe4Chr13g148100.1	
OG0036063		drTriRepe4Chr13g149000.1	
OG0036064		drTriRepe4Chr13g149600.1	
OG0036065		drTriRepe4Chr13g150100.1	
OG0036066		drTriRepe4Chr13g150800.1	
OG0036067		drTriRepe4Chr13g151700.1	
OG0036068		drTriRepe4Chr13g152300.1	
OG0036069		drTriRepe4Chr13g154100.1	
OG0036070		drTriRepe4Chr13g154200.1	
OG0036071		drTriRepe4Chr13g155400.1	
OG0036072		drTriRepe4Chr13g156200.1	
OG0036073		drTriRepe4Chr13g156300.1	
OG0036074		drTriRepe4Chr13g156500.1	
OG0036075		drTriRepe4Chr13g157000.1	
OG0036076		drTriRepe4Chr13g159400.1	
OG0036077		drTriRepe4Chr13g159500.1	
OG0036078		drTriRepe4Chr13g159800.1	
OG0036079		drTriRepe4Chr13g160400.1	
OG0036080		drTriRepe4Chr13g161400.1	
OG0036081		drTriRepe4Chr13g161500.1	
OG0036082		drTriRepe4Chr13g161900.1	
OG0036083		drTriRepe4Chr13g162200.1	
OG0036084		drTriRepe4Chr13g163900.1	
OG0036085		drTriRepe4Chr13g164100.1	
OG0036086		drTriRepe4Chr13g165700.1	
OG0036087		drTriRepe4Chr13g166500.1	
OG0036088		drTriRepe4Chr13g167100.1	
OG0036089		drTriRepe4Chr13g168200.1	
OG0036090		drTriRepe4Chr13g168900.1	
OG0036091		drTriRepe4Chr13g169900.1	
OG0036092		drTriRepe4Chr13g170300.1	
OG0036093		drTriRepe4Chr13g171200.1	
OG0036094		drTriRepe4Chr13g173100.1	
OG0036095		drTriRepe4Chr13g173300.1	
OG0036096		drTriRepe4Chr13g173400.1	
OG0036097		drTriRepe4Chr13g176000.1	
OG0036098		drTriRepe4Chr13g176900.1	
OG0036099		drTriRepe4Chr13g178700.1	
OG0036100		drTriRepe4Chr13g179000.2	
OG0036101		drTriRepe4Chr13g183500.1	
OG0036102		drTriRepe4Chr13g184200.1	
OG0036103		drTriRepe4Chr13g185400.1	
OG0036104		drTriRepe4Chr13g185700.1	
OG0036105		drTriRepe4Chr13g186800.1	
OG0036106		drTriRepe4Chr13g186900.1	
OG0036107		drTriRepe4Chr13g187900.1	
OG0036108		drTriRepe4Chr13g188100.1	
OG0036109		drTriRepe4Chr13g188400.1	
OG0036110		drTriRepe4Chr13g189600.1	
